protein_accession_clean,gene_symbol,protein_name_final,HPX,Tf,control,present_in_HPX,present_in_Tf,present_in_control,candidate_HPX_specific,candidate_shared_HPX_Tf,candidate_HPX_over_background_score
P49189,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,0.0,0.0,2.0,False,False,True,False,False,-2.0
P49257,LMAN1,Protein ERGIC-53,0.0,0.0,2.0,False,False,True,False,False,-2.0
P49748,ACADVL,"Very long-chain acyl-CoA dehydrogenase, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
P49755,TMED10,Transmembrane emp24 domain-containing protein 10,0.0,0.0,2.0,False,False,True,False,False,-2.0
P50914,RPL14,Large ribosomal subunit protein eL14,0.0,0.0,2.0,False,False,True,False,False,-2.0
P51148,RAB5C,Ras-related protein Rab-5C,0.0,0.0,2.0,False,False,True,False,False,-2.0
P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,0.0,0.0,2.0,False,False,True,False,False,-2.0
P52272,HNRNPM,Heterogeneous nuclear ribonucleoprotein M,0.0,0.0,2.0,False,False,True,False,False,-2.0
P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,0.0,0.0,2.0,False,False,True,False,False,-2.0
P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
P53597,SUCLG1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
P54868,HMGCS2,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
P56134,ATP5MF,"ATP synthase F(0) complex subunit f, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
P60174,TPI1,Triosephosphate isomerase,0.0,0.0,2.0,False,False,True,False,False,-2.0
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,0.0,0.0,2.0,False,False,True,False,False,-2.0
P60953,CDC42,Cell division control protein 42 homolog,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61106,RAB14,Ras-related protein Rab-14,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61224,RAP1B,Ras-related protein Rap-1b,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61254,RPL26,Large ribosomal subunit protein uL24,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61313,RPL15,Large ribosomal subunit protein eL15,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61353,RPL27,Large ribosomal subunit protein eL27,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61586,RHOA,Transforming protein RhoA,0.0,0.0,2.0,False,False,True,False,False,-2.0
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62241,RPS8,Small ribosomal subunit protein eS8,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62244,RPS15A,Small ribosomal subunit protein uS8,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62266,RPS23,Small ribosomal subunit protein uS12,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62277,RPS13,Small ribosomal subunit protein uS15,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62330,ARF6,ADP-ribosylation factor 6,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62424,RPL7A,Large ribosomal subunit protein eL8,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62750,RPL23A,Large ribosomal subunit protein uL23,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62753,RPS6,Small ribosomal subunit protein eS6,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62826,RAN,GTP-binding nuclear protein Ran,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62829,RPL23,Large ribosomal subunit protein uL14,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62834,RAP1A,Ras-related protein Rap-1A,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62847,RPS24,Small ribosomal subunit protein eS24,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62851,RPS25,Small ribosomal subunit protein eS25,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62857,RPS28,Small ribosomal subunit protein eS28,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62888,RPL30,Large ribosomal subunit protein eL30,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62899,RPL31,Large ribosomal subunit protein eL31,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62906,RPL10A,Large ribosomal subunit protein uL1,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62910,RPL32,Large ribosomal subunit protein eL32,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62913,RPL11,Large ribosomal subunit protein uL5,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62917,RPL8,Large ribosomal subunit protein uL2,0.0,0.0,2.0,False,False,True,False,False,-2.0
P62979,RPS27A,Ubiquitin-ribosomal protein eS31 fusion protein,0.0,0.0,2.0,False,False,True,False,False,-2.0
P67809,YBX1,Y-box-binding protein 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
P80404,ABAT,"4-aminobutyrate aminotransferase, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
P83731,RPL24,Large ribosomal subunit protein eL24,0.0,0.0,2.0,False,False,True,False,False,-2.0
P83881,RPL36A,Large ribosomal subunit protein eL42,0.0,0.0,2.0,False,False,True,False,False,-2.0
P84098,RPL19,Large ribosomal subunit protein eL19,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q00610,CLTC,Clathrin heavy chain 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q00796,SORD,Sorbitol dehydrogenase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q01581,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q02252,ALDH6A1,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q02413,DSG1,Desmoglein-1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q02543,RPL18A,Large ribosomal subunit protein eL20,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q02878,RPL6,Large ribosomal subunit protein eL6,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q06278,AOX1,Aldehyde oxidase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q06323,PSME1,Proteasome activator complex subunit 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q07020,RPL18,Large ribosomal subunit protein eL18,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q07955,SRSF1,Serine/arginine-rich splicing factor 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q08211,DHX9,ATP-dependent RNA helicase A,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q08477,CYP4F3,Cytochrome P450 4F3,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q08945,SSRP1,FACT complex subunit SSRP1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q12906,ILF3,Interleukin enhancer-binding factor 3,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q12965,MYO1E,Unconventional myosin-Ie,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q13162,PRDX4,Peroxiredoxin-4,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q13228,SELENBP1,Methanethiol oxidase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q13501,SQSTM1,Sequestosome-1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q13610,PWP1,Periodic tryptophan protein 1 homolog,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q14568,HSP90AA2P,Heat shock protein HSP 90-alpha A2,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q14764,MVP,Major vault protein,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q15417,CNN3,Calponin-3,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q16762,TST,Thiosulfate sulfurtransferase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q16772,GSTA3,Glutathione S-transferase A3,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q16777,H2AC20,Histone H2A type 2-C,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q16850,CYP51A1,Lanosterol 14-alpha demethylase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q16851,UGP2,UTP--glucose-1-phosphate uridylyltransferase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q2VIR3,EIF2S3B,Eukaryotic translation initiation factor 2 subunit 3B,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q4G0J3,LARP7,La-related protein 7,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q4G0N4,NADK2,"NAD kinase 2, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q58FF7,HSP90AB3P,Putative heat shock protein HSP 90-beta-3,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q58FF8,HSP90AB2P,Putative heat shock protein HSP 90-beta 2,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q5T749,KPRP,Keratinocyte proline-rich protein,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q5VWZ2,LYPLAL1,Lysophospholipase-like protein 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q6FI13,H2AC18,Histone H2A type 2-A,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q6IB77,GLYAT,Glycine N-acyltransferase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q6XQN6,NAPRT,Nicotinate phosphoribosyltransferase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q71UI9,H2AZ2,Histone H2A.V,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q7L7L0,H2AC25,Histone H2A type 3,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q86WA6,BPHL,Serine hydrolase BPHL,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q8N1N4,KRT78,"Keratin, type II cytoskeletal 78",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q8N4T8,CBR4,3-oxoacyl-[acyl-carrier-protein] reductase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q8TCJ2,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q8WUD1,RAB2B,Ras-related protein Rab-2B,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q92506,HSD17B8,(3R)-3-hydroxyacyl-CoA dehydrogenase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q92604,LPGAT1,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q92688,ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q92947,GCDH,"Glutaryl-CoA dehydrogenase, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q92973,TNPO1,Transportin-1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q93077,H2AC6,Histone H2A type 1-C,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q969Q0,RPL36AL,Ribosomal protein eL42-like,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96BW5,PTER,N-acetyltaurine hydrolase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96DC8,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96G23,CERS2,Ceramide synthase 2,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96HR9,REEP6,Receptor expression-enhancing protein 6,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96IX5,ATP5MK,"ATP synthase F(0) complex subunit k, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96KK5,H2AC12,Histone H2A type 1-H,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96QR8,PURB,Transcriptional regulator protein Pur-beta,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q96QV6,H2AC1,Histone H2A type 1-A,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q99575,POP1,Ribonucleases P/MRP protein subunit POP1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q99878,H2AC14,Histone H2A type 1-J,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9BRF8,CPPED1,Serine/threonine-protein phosphatase CPPED1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9BRZ2,TRIM56,E3 ubiquitin-protein ligase TRIM56,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9BTM1,H2AJ,Histone H2A.J,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9BTZ2,DHRS4,Dehydrogenase/reductase SDR family member 4,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9BXS5,AP1M1,AP-1 complex subunit mu-1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9BY64,UGT2B28,UDP-glucuronosyltransferase 2B28,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9H0U4,RAB1B,Ras-related protein Rab-1B,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9H223,EHD4,EH domain-containing protein 4,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9H2G2,SLK,STE20-like serine/threonine-protein kinase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9H479,FN3K,Fructosamine-3-kinase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9H6S0,YTHDC2,3'-5' RNA helicase YTHDC2,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9HCE1,MOV10,Helicase MOV-10,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9NPJ3,ACOT13,Acyl-coenzyme A thioesterase 13,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9NUQ6,SPATS2L,SPATS2-like protein,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9NY65,TUBA8,Tubulin alpha-8 chain,0.0,1.0,2.0,False,True,True,False,False,-2.0
Q9NZB2,FAM120A,Constitutive coactivator of PPAR-gamma-like protein 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9P2E9,RRBP1,Ribosome-binding protein 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UBN7,HDAC6,Protein deacetylase HDAC6,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UHB9,SRP68,Signal recognition particle subunit SRP68,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UJM8,HAO1,2-Hydroxyacid oxidase 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UL46,PSME2,Proteasome activator complex subunit 2,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UNU6,CYP8B1,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9UNX3,RPL26L1,Ribosomal protein uL24-like,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y2T3,GDA,Guanine deaminase,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y305,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y3E5,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y3U8,RPL36,Large ribosomal subunit protein eL36,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y5K8,ATP6V1D,V-type proton ATPase subunit D,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y619,SLC25A15,Mitochondrial ornithine transporter 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
Q9Y6Q5,AP1M2,AP-1 complex subunit mu-2,0.0,0.0,2.0,False,False,True,False,False,-2.0
P05062,ALDOB,Fructose-bisphosphate aldolase B,3.0,1.0,6.0,True,True,True,False,True,-3.0
P45954,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",2.0,0.0,5.0,True,False,True,False,False,-3.0
Q93088,BHMT,Betaine--homocysteine S-methyltransferase 1,2.0,0.0,5.0,True,False,True,False,False,-3.0
O14756,HSD17B6,17-beta-hydroxysteroid dehydrogenase type 6,1.0,0.0,4.0,True,False,True,False,False,-3.0
P00480,OTC,"Ornithine transcarbamylase, mitochondrial",1.0,0.0,4.0,True,False,True,False,False,-3.0
P05141,SLC25A5,ADP/ATP translocase 2,1.0,0.0,4.0,True,False,True,False,False,-3.0
P10599,TXN,Thioredoxin,1.0,1.0,4.0,True,True,True,False,True,-3.0
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",1.0,0.0,4.0,True,False,True,False,False,-3.0
P12236,SLC25A6,ADP/ATP translocase 3,1.0,0.0,4.0,True,False,True,False,False,-3.0
P13639,EEF2,Elongation factor 2,1.0,0.0,4.0,True,False,True,False,False,-3.0
P14324,FDPS,Farnesyl pyrophosphate synthase,1.0,0.0,4.0,True,False,True,False,False,-3.0
P22310,UGT1A4,UDP-glucuronosyltransferase 1A4,1.0,0.0,4.0,True,False,True,False,False,-3.0
P23396,RPS3,Small ribosomal subunit protein uS3,1.0,0.0,4.0,True,False,True,False,False,-3.0
P35749,MYH11,Myosin-11,1.0,0.0,4.0,True,False,True,False,False,-3.0
P36542,ATP5F1C,"ATP synthase F(1) complex subunit gamma, mitochondrial",1.0,0.0,4.0,True,False,True,False,False,-3.0
P51570,GALK1,Galactokinase,1.0,0.0,4.0,True,False,True,False,False,-3.0
P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,1.0,0.0,4.0,True,False,True,False,False,-3.0
P55157,MTTP,Microsomal triglyceride transfer protein large subunit,1.0,0.0,4.0,True,False,True,False,False,-3.0
P60981,DSTN,Destrin,1.0,0.0,4.0,True,False,True,False,False,-3.0
P62269,RPS18,Small ribosomal subunit protein uS13,1.0,0.0,4.0,True,False,True,False,False,-3.0
Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,1.0,0.0,4.0,True,False,True,False,False,-3.0
Q3LXA3,TKFC,Triokinase/FMN cyclase,1.0,0.0,4.0,True,False,True,False,False,-3.0
Q7Z406,MYH14,Myosin-14,1.0,1.0,4.0,True,True,True,False,True,-3.0
Q7Z5P4,HSD17B13,17-beta-hydroxysteroid dehydrogenase 13,1.0,0.0,4.0,True,False,True,False,False,-3.0
Q9Y2Q3,GSTK1,Glutathione S-transferase kappa 1,1.0,0.0,4.0,True,False,True,False,False,-3.0
O14950,MYL12B,Myosin regulatory light chain 12B,0.0,0.0,3.0,False,False,True,False,False,-3.0
O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,0.0,0.0,3.0,False,False,True,False,False,-3.0
O60656,UGT1A9,UDP-glucuronosyltransferase 1A9,0.0,0.0,3.0,False,False,True,False,False,-3.0
O75356,ENTPD5,Nucleoside diphosphate phosphatase ENTPD5,0.0,0.0,3.0,False,False,True,False,False,-3.0
O75521,ECI2,Enoyl-CoA delta isomerase 2,0.0,0.0,3.0,False,False,True,False,False,-3.0
O75964,ATP5MG,"ATP synthase F(0) complex subunit g, mitochondrial",0.0,0.0,3.0,False,False,True,False,False,-3.0
O95954,FTCD,Formimidoyltransferase-cyclodeaminase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P04040,CAT,Catalase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P04406,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P05388,RPLP0,Large ribosomal subunit protein uL10,0.0,0.0,3.0,False,False,True,False,False,-3.0
P06733,ENO1,Alpha-enolase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P07237,P4HB,Protein disulfide-isomerase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P08134,RHOC,Rho-related GTP-binding protein RhoC,0.0,0.0,3.0,False,False,True,False,False,-3.0
P08263,GSTA1,Glutathione S-transferase A1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P09210,GSTA2,Glutathione S-transferase A2,0.0,0.0,3.0,False,False,True,False,False,-3.0
P09467,FBP1,"Fructose-1,6-bisphosphatase 1",0.0,0.0,3.0,False,False,True,False,False,-3.0
P10632,CYP2C8,Cytochrome P450 2C8,0.0,0.0,3.0,False,False,True,False,False,-3.0
P13667,PDIA4,Protein disulfide-isomerase A4,0.0,0.0,3.0,False,False,True,False,False,-3.0
P14649,MYL6B,Myosin light chain 6B,0.0,0.0,3.0,False,False,True,False,False,-3.0
P14923,JUP,Junction plakoglobin,0.0,0.0,3.0,False,False,True,False,False,-3.0
P16152,CBR1,Carbonyl reductase [NADPH] 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P17480,UBTF,Nucleolar transcription factor 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P18124,RPL7,Large ribosomal subunit protein uL30,0.0,0.0,3.0,False,False,True,False,False,-3.0
P19105,MYL12A,Myosin regulatory light chain 12A,0.0,0.0,3.0,False,False,True,False,False,-3.0
P19224,UGT1A6,UDP-glucuronosyltransferase 1A6,0.0,0.0,3.0,False,False,True,False,False,-3.0
P19971,TYMP,Thymidine phosphorylase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P20853,CYP2A7,Cytochrome P450 2A7,0.0,0.0,3.0,False,False,True,False,False,-3.0
P21695,GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",0.0,0.0,3.0,False,False,True,False,False,-3.0
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,0.0,0.0,3.0,False,False,True,False,False,-3.0
P22090,RPS4Y1,"Small ribosomal subunit protein eS4, Y isoform 1",0.0,0.0,3.0,False,False,True,False,False,-3.0
P22309,UGT1A1,UDP-glucuronosyltransferase 1A1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P24539,ATP5PB,"ATP synthase peripheral stalk subunit b, mitochondrial",0.0,0.0,3.0,False,False,True,False,False,-3.0
P26641,EEF1G,Elongation factor 1-gamma,0.0,0.0,3.0,False,False,True,False,False,-3.0
P30041,PRDX6,Peroxiredoxin-6,0.0,0.0,3.0,False,False,True,False,False,-3.0
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P30101,PDIA3,Protein disulfide-isomerase A3,0.0,0.0,3.0,False,False,True,False,False,-3.0
P33261,CYP2C19,Cytochrome P450 2C19,0.0,0.0,3.0,False,False,True,False,False,-3.0
P40261,NNMT,Nicotinamide N-methyltransferase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P43490,NAMPT,Nicotinamide phosphoribosyltransferase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P49411,TUFM,"Elongation factor Tu, mitochondrial",0.0,0.0,3.0,False,False,True,False,False,-3.0
P50053,KHK,Ketohexokinase,0.0,0.0,3.0,False,False,True,False,False,-3.0
P50225,SULT1A1,Sulfotransferase 1A1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P52895,AKR1C2,Aldo-keto reductase family 1 member C2,0.0,0.0,3.0,False,False,True,False,False,-3.0
P61019,RAB2A,Ras-related protein Rab-2A,0.0,0.0,3.0,False,False,True,False,False,-3.0
P61026,RAB10,Ras-related protein Rab-10,0.0,0.0,3.0,False,False,True,False,False,-3.0
P61247,RPS3A,Small ribosomal subunit protein eS1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P62701,RPS4X,"Small ribosomal subunit protein eS4, X isoform",0.0,0.0,3.0,False,False,True,False,False,-3.0
P63244,RACK1,Small ribosomal subunit protein RACK1,0.0,0.0,3.0,False,False,True,False,False,-3.0
P78329,CYP4F2,Cytochrome P450 4F2,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q13243,SRSF5,Serine/arginine-rich splicing factor 5,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q13247,SRSF6,Serine/arginine-rich splicing factor 6,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q14117,DPYS,Dihydropyrimidinase,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q14914,PTGR1,Prostaglandin reductase 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q15365,PCBP1,Poly(rC)-binding protein 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q15392,DHCR24,Delta(24)-sterol reductase,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q16696,CYP2A13,Cytochrome P450 2A13,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q3ZCM7,TUBB8,Tubulin beta-8 chain,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q6PEY2,TUBA3E,Tubulin alpha-3E chain,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q709F0,ACAD11,Acyl-CoA dehydrogenase family member 11,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q8NHW5,RPLP0P6,Putative ribosomal protein uL10-like,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q969Z3,MTARC2,Mitochondrial amidoxime reducing component 2,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q96RQ3,MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9BY49,PECR,Peroxisomal trans-2-enoyl-CoA reductase,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9H2M3,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9HAW7,UGT1A7,UDP-glucuronosyltransferase 1A7,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9HAW8,UGT1A10,UDP-glucuronosyltransferase 1A10,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9HAW9,UGT1A8,UDP-glucuronosyltransferase 1A8,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9NR77,PXMP2,Peroxisomal membrane protein 2,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9NS86,LANCL2,LanC-like protein 2,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9NUI1,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9NZ01,TECR,Very-long-chain enoyl-CoA reductase,0.0,0.0,3.0,False,False,True,False,False,-3.0
Q9NZ45,CISD1,CDGSH iron-sulfur domain-containing protein 1,0.0,0.0,3.0,False,False,True,False,False,-3.0
